gene,rate,dataset
YOR112W,1.523,Wall2005
YOR113W,1.8043,Wall2005
YOR114W,1.4768,Wall2005
YOR115C,1.4245,Wall2005
YOR117W,1.3199,Wall2005
YOR118W,1.7007,Wall2005
YOR119C,1.7957,Wall2005
YOR120W,1.7045,Wall2005
YOR124C,1.6091,Wall2005
YOR126C,1.5996,Wall2005
YOR127W,1.7607,Wall2005
YOR128C,1.5952,Wall2005
YOR131C,1.6284,Wall2005
YOR136W,1.4608,Wall2005
YOR137C,1.7455,Wall2005
YOR140W,1.874,Wall2005
YOR141C,1.8514,Wall2005
YOR144C,1.6886,Wall2005
YOR145C,1.38,Wall2005
YOR148C,1.9818,Wall2005
YOR150W,1.2507,Wall2005
YOR152C,1.2098,Wall2005
YOR157C,1.2228,Wall2005
YOR158W,1.5091,Wall2005
YOR160W,1.5161,Wall2005
YOR162C,1.8686,Wall2005
YOR163W,1.6858,Wall2005
YOR164C,1.3006,Wall2005
YOR166C,1.6016,Wall2005
YOR167C,0.136,Wall2005
YOR171C,1.6518,Wall2005
YOR172W,2.1368,Wall2005
YOR174W,1.8832,Wall2005
YOR176W,1.3865,Wall2005
YOR179C,2.2852,Wall2005
YOR180C,2.0037,Wall2005
YOR185C,1.2334,Wall2005
YOR186W,1.8261,Wall2005
YOR188W,2.1325,Wall2005
YOR189W,2.2951,Wall2005
YOR196C,1.6654,Wall2005
YOR198C,1.1458,Wall2005
YOR205C,1.8293,Wall2005
YOR206W,1.3472,Wall2005
YOR208W,1.7683,Wall2005
YOR209C,1.6585,Wall2005
YOR210W,0.762,Wall2005
YOR212W,1.4141,Wall2005
YOR213C,1.6077,Wall2005
YOR214C,1.6484,Wall2005
YOR215C,1.7104,Wall2005
YOR216C,1.8153,Wall2005
YOR219C,1.6891,Wall2005
YOR220W,1.2091,Wall2005
YOR223W,1.5514,Wall2005
YOR224C,1.172,Wall2005
YOR226C,1.4802,Wall2005
YOR227W,1.6721,Wall2005
YOR228C,1.3318,Wall2005
YOR231W,1.5003,Wall2005
YOR232W,1.3015,Wall2005
YOR236W,1.5946,Wall2005
YOR237W,1.3399,Wall2005
YOR241W,1.4926,Wall2005
YOR242C,1.9439,Wall2005
YOR244W,1.4629,Wall2005
YOR246C,1.7138,Wall2005
YOR247W,1.4309,Wall2005
YOR249C,1.6567,Wall2005
YOR253W,1.3867,Wall2005
YOR255W,1.705,Wall2005
YOR256C,1.7246,Wall2005
YOR258W,1.7451,Wall2005
YOR259C,1.3234,Wall2005
YOR260W,1.2578,Wall2005
YOR261C,1.2679,Wall2005
YOR262W,2.0964,Wall2005
YOR264W,1.8246,Wall2005
YOR265W,2.0256,Wall2005
YOR266W,1.6765,Wall2005
YOR269W,1.6218,Wall2005
YOR270C,1.1647,Wall2005
YOR271C,1.3916,Wall2005
YOR273C,1.5871,Wall2005
YOR274W,1.9915,Wall2005
YOR275C,1.7421,Wall2005
YOR276W,0.8734,Wall2005
YOR278W,1.7813,Wall2005
YOR279C,1.9529,Wall2005
YOR281C,1.7629,Wall2005
YOR283W,1.4354,Wall2005
YOR284W,1.8237,Wall2005
YOR285W,1.9741,Wall2005
YOR286W,1.5457,Wall2005
YOR291W,1.7134,Wall2005
YOR295W,1.7163,Wall2005
YOR297C,1.3638,Wall2005
YOR298W,1.6342,Wall2005
YOR305W,1.7072,Wall2005
YOR308C,2.0389,Wall2005
YOR310C,0.8663,Wall2005
YOR311C,1.3783,Wall2005
YOR316C,1.5001,Wall2005
YOR322C,1.7018,Wall2005
YOR324C,1.6316,Wall2005
YOR334W,1.6738,Wall2005
YOR336W,1.689,Wall2005
YOR337W,1.5719,Wall2005
YOR338W,1.3459,Wall2005
YOR339C,1.5338,Wall2005
YOR340C,1.1231,Wall2005
YOR341W,1.3382,Wall2005
YOR342C,1.2534,Wall2005
YOR347C,1.482,Wall2005
YOR348C,2.1094,Wall2005
YOR349W,1.5031,Wall2005
YOR350C,1.553,Wall2005
YOR351C,1.4622,Wall2005
YOR352W,1.5344,Wall2005
YOR353C,1.516,Wall2005
YOR354C,1.713,Wall2005
YOR355W,1.4233,Wall2005
YOR356W,1.5651,Wall2005
YOR357C,0.9773,Wall2005
YOR358W,1.4717,Wall2005
YOR359W,1.1721,Wall2005
YOR360C,1.1425,Wall2005
YOR361C,1.3779,Wall2005
YOR362C,1.459,Wall2005
YOR363C,1.6447,Wall2005
YOR365C,1.6202,Wall2005
YOR367W,1.7676,Wall2005
YOR368W,2.0375,Wall2005
YOR369C,0.3758,Wall2005
YOR370C,1.6455,Wall2005
YOR371C,1.6918,Wall2005
YOR372C,1.5882,Wall2005
YOR373W,1.706,Wall2005
YOR374W,1.2282,Wall2005
YOR375C,0.79,Wall2005
YOR377W,1.5761,Wall2005
YOR378W,1.4286,Wall2005
YPL002C,1.5785,Wall2005
YPL004C,1.4554,Wall2005
YPL010W,1.0645,Wall2005
YPL011C,1.548,Wall2005
YPL014W,1.535,Wall2005
YPL015C,1.3103,Wall2005
YPL021W,1.8602,Wall2005
YPL023C,1.4183,Wall2005
YPL026C,1.3991,Wall2005
YPL027W,1.6401,Wall2005
YPL028W,1.0706,Wall2005
YPL034W,1.6179,Wall2005
YPL038W,1.3573,Wall2005
YPL039W,1.5453,Wall2005
YPL040C,1.5169,Wall2005
YPL041C,1.3627,Wall2005
YPL043W,1.661,Wall2005
YPL046C,1.2147,Wall2005
YPL047W,1.0916,Wall2005
YPL048W,1.829,Wall2005
YPL049C,1.749,Wall2005
YPL050C,1.3326,Wall2005
YPL054W,1.8785,Wall2005
YPL060W,1.9489,Wall2005
YPL061W,1.0015,Wall2005
YPL064C,1.7065,Wall2005
YPL065W,1.6804,Wall2005
YPL066W,1.739,Wall2005
YPL067C,1.6996,Wall2005
YPL068C,1.8854,Wall2005
YPL069C,1.1323,Wall2005
YPL070W,1.6368,Wall2005
YPL071C,1.2326,Wall2005
YPL072W,1.6178,Wall2005
YPL074W,1.9968,Wall2005
YPL076W,1.1713,Wall2005
YPL077C,1.6502,Wall2005
YPL078C,1.1337,Wall2005
YPL083C,1.7575,Wall2005
YPL087W,1.4454,Wall2005
YPL091W,1.4107,Wall2005
YPL092W,1.5542,Wall2005
YPL093W,0.998,Wall2005
YPL096W,1.6275,Wall2005
YPL098C,1.1444,Wall2005
YPL099C,1.8293,Wall2005
YPL103C,1.5933,Wall2005
YPL104W,1.5897,Wall2005
YPL105C,1.9159,Wall2005
YPL106C,0.9252,Wall2005
YPL107W,1.4067,Wall2005
YPL108W,1.5281,Wall2005
YPL115C,1.6551,Wall2005
YPL119C,1.7942,Wall2005
YPL121C,1.9942,Wall2005
YPL122C,1.424,Wall2005
YPL123C,1.8753,Wall2005
YPL124W,1.779,Wall2005
YPL126W,1.516,Wall2005
YPL127C,1.4892,Wall2005
YPL131W,0.2986,Wall2005
YPL132W,1.59,Wall2005
YPL133C,1.7294,Wall2005
YPL134C,1.3387,Wall2005
YPL135W,1.5356,Wall2005
YPL137C,1.779,Wall2005
YPL138C,1.7527,Wall2005
YPL139C,1.6335,Wall2005
YPL140C,1.6102,Wall2005
YPL145C,1.2262,Wall2005
YPL146C,1.6188,Wall2005
YPL149W,1.5474,Wall2005
YPL150W,1.7652,Wall2005
YPL151C,1.7871,Wall2005
YPL152W,1.4827,Wall2005
YPL153C,1.7275,Wall2005
YPL154C,1.2806,Wall2005
YPL155C,1.5647,Wall2005
YPL156C,1.4444,Wall2005
YPL157W,1.5694,Wall2005
YPL158C,1.7935,Wall2005
YPL159C,1.2971,Wall2005
YPL164C,2.0173,Wall2005
YPL165C,1.9011,Wall2005
YPL166W,2.024,Wall2005
YPL167C,1.6952,Wall2005
YPL168W,1.9115,Wall2005
YPL169C,1.4246,Wall2005
YPL173W,1.4708,Wall2005
YPL176C,1.5779,Wall2005
YPL177C,1.6897,Wall2005
YPL180W,1.8899,Wall2005
YPL181W,2.0724,Wall2005
YPL183C,1.8043,Wall2005
YPL184C,2.0417,Wall2005
YPL186C,1.7509,Wall2005
YPL187W,1.4647,Wall2005
YPL189W,1.5482,Wall2005
YPL191C,1.6861,Wall2005
YPL192C,1.9798,Wall2005
YPL193W,1.932,Wall2005
YPL194W,1.7809,Wall2005
YPL195W,1.4917,Wall2005
YPL200W,1.7865,Wall2005
YPL202C,1.6533,Wall2005
YPL203W,1.2301,Wall2005
YPL204W,1.1415,Wall2005
YPL206C,1.7454,Wall2005
YPL207W,1.4717,Wall2005
YPL208W,1.5933,Wall2005
YPL209C,1.6942,Wall2005
YPL211W,1.1066,Wall2005
YPL212C,1.6486,Wall2005
YPL214C,1.5371,Wall2005
YPL216W,1.9516,Wall2005
YPL220W,0.3276,Wall2005
YPL221W,1.5528,Wall2005
YPL222W,1.8962,Wall2005
YPL224C,1.7181,Wall2005
YPL229W,1.2128,Wall2005
YPL230W,1.7654,Wall2005
YPL231W,1.1176,Wall2005
YPL237W,0.671,Wall2005
YPL239W,1.5167,Wall2005
YPL243W,1.4177,Wall2005
YPL244C,1.2094,Wall2005
YPL245W,1.4679,Wall2005
YPL246C,1.87,Wall2005
YPL247C,1.607,Wall2005
YPL248C,1.64,Wall2005
YPL249C,1.6574,Wall2005
YPL250C,1.1148,Wall2005
YPL252C,1.4821,Wall2005
YPL253C,1.6417,Wall2005
YPL254W,1.6987,Wall2005
YPL255W,1.4938,Wall2005
YPL260W,1.3883,Wall2005
YPL262W,1.3202,Wall2005
YPL263C,1.6674,Wall2005
YPL267W,2.0644,Wall2005
YPL268W,1.6752,Wall2005
YPL271W,1.3329,Wall2005
YPR002W,1.6293,Wall2005
YPR003C,1.3845,Wall2005
YPR005C,1.6052,Wall2005
YPR006C,1.5196,Wall2005
YPR007C,1.719,Wall2005
YPR008W,1.4643,Wall2005
YPR009W,1.3938,Wall2005
YPR013C,1.3481,Wall2005
YPR015C,1.0362,Wall2005
YPR018W,1.8074,Wall2005
YPR019W,1.4492,Wall2005
YPR020W,1.3204,Wall2005
YPR023C,1.7924,Wall2005
YPR024W,1.4191,Wall2005
YPR025C,2.0094,Wall2005
YPR026W,1.6363,Wall2005
YPR030W,1.8797,Wall2005
YPR031W,1.5174,Wall2005
YPR032W,1.6242,Wall2005
YPR033C,1.3671,Wall2005
YPR034W,1.3797,Wall2005
YPR036W,1.3143,Wall2005
YPR048W,1.4479,Wall2005
YPR049C,1.8092,Wall2005
YPR051W,1.5605,Wall2005
YPR052C,0.4588,Wall2005
YPR054W,1.6108,Wall2005
YPR056W,1.5958,Wall2005
YPR057W,1.8564,Wall2005
YPR058W,1.1829,Wall2005
YPR060C,1.7033,Wall2005
YPR061C,1.4441,Wall2005
YPR065W,2.0062,Wall2005
YPR066W,1.8441,Wall2005
YPR067W,1.5825,Wall2005
YPR068C,1.5406,Wall2005
YPR069C,1.2494,Wall2005
YPR073C,1.5728,Wall2005
YPR078C,1.9375,Wall2005
YPR080W,0.1388,Wall2005
YPR082C,1.4417,Wall2005
YPR083W,1.4976,Wall2005
YPR084W,1.6734,Wall2005
YPR086W,1.4265,Wall2005
YPR088C,1.2651,Wall2005
YPR091C,1.883,Wall2005
YPR094W,1.3533,Wall2005
YPR097W,1.8283,Wall2005
YPR100W,1.2417,Wall2005
YPR101W,1.3996,Wall2005
YPR102C,0.4308,Wall2005
YPR103W,1.1374,Wall2005
YPR104C,1.9393,Wall2005
YPR105C,1.5006,Wall2005
YPR106W,1.7799,Wall2005
YPR107C,1.6134,Wall2005
YPR108W,1.6406,Wall2005
YPR113W,1.402,Wall2005
YPR114W,1.234,Wall2005
YPR115W,1.7499,Wall2005
YPR118W,1.6591,Wall2005
YPR119W,1.4986,Wall2005
YPR124W,1.9849,Wall2005
YPR125W,1.5386,Wall2005
YPR127W,1.5266,Wall2005
YPR128C,1.376,Wall2005
YPR129W,1.3617,Wall2005
YPR134W,1.462,Wall2005
YPR135W,1.6903,Wall2005
YPR137W,1.5479,Wall2005
YPR139C,1.4842,Wall2005
YPR140W,1.4102,Wall2005
YPR143W,2.1582,Wall2005
YPR147C,1.7175,Wall2005
YPR148C,1.9587,Wall2005
YPR149W,0.8249,Wall2005
YPR151C,2.2924,Wall2005
YPR155C,1.5443,Wall2005
YPR156C,1.294,Wall2005
YPR157W,1.5854,Wall2005
YPR158W,1.7877,Wall2005
YPR159W,1.4007,Wall2005
YPR160W,1.3108,Wall2005
YPR161C,1.5208,Wall2005
YPR162C,1.6284,Wall2005
YPR165W,0.8171,Wall2005
YPR166C,1.5228,Wall2005
YPR167C,1.2202,Wall2005
YPR168W,1.597,Wall2005
YPR171W,1.5975,Wall2005
YPR176C,1.5432,Wall2005
YPR178W,1.6868,Wall2005
YPR179C,1.7497,Wall2005
YPR180W,1.5771,Wall2005
YPR181C,1.1918,Wall2005
YPR182W,1.8617,Wall2005
YPR184W,1.6862,Wall2005
YPR185W,1.5335,Wall2005
YPR186C,2.0111,Wall2005
YPR188C,1.3658,Wall2005
YPR189W,1.7185,Wall2005
YPR192W,1.6568,Wall2005
